Address,BuildingType,City,ComplianceStatus,CouncilDistrictCode,DataYear,DefaultData,Electricity(kBtu),Electricity(kWh),ENERGYSTARScore,GHGEmissionsIntensity,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,ListOfAllPropertyUseTypes,Longitude,NaturalGas(kBtu),NaturalGas(therms),Neighborhood,NumberofBuildings,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,PropertyName,SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),State,SteamUse(kBtu),TaxParcelIdentificationNumber,TotalGHGEmissions,YearBuilt,ZipCode
2310 S LANE ST,NonResidential,Seattle,Compliant,3,2016,false,2133182,625200,0,1.56,College/University,67750,47.59677,College/University,'-122.30172,1410803,14108.0293,Central,2,1,33527,University,57468,0,57468,SCCC WOOD CONSTRUCTION,3543985.5,3778965.75,52.29999924,55.79999924,120.6999969,124.4000015,WA,0,3646100850,89.8,2013,98144
2311 W NEWTON ST,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,690538,202385,33,0.58,Multifamily Housing,20890,47.63683,Multifamily Housing,'-122.38658,145900,1458.999878,North,1,3,49721,Low-Rise Multifamily,21753,0,21753,WEST NEWTON FLATS (ID49721),836437.6875,900955.1875,40,43.09999847,111.0999985,117.0999985,WA,0,2771604405,12.56,2012,98199
2312 3rd Ave.,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,3672464,1076337.75,97,0.86,Multifamily Housing,143183,47.61534,"Multifamily Housing, Parking",'-122.34515,2812738,28127.38086,Central,1,7,19887,Mid-Rise Multifamily,203940,0,203940,Moda,6485203,6641114.5,45.29999924,46.40000153,101.1999969,103.1999969,WA,0,656000550,174.99,2008,98121
2315 NE 65th St.,Multifamily LR (1-4),Seattle,Compliant,4,2016,false,2449909,718027.375,83,1.99,Senior Care Community,90383,47.67557,Senior Care Community,'-122.30214,3417706,34177.0625,North,1,3,25490,Senior Care Community,99941,0,99941,Ida Culver House Ravenna,5867616,6177398.5,64.90000153,68.30000305,124.8000031,130.8000031,WA,0,7173700480,198.59,1949,98115
2315 Western Avenue,NonResidential,Seattle,Compliant,7,2016,false,923904,270780.6875,50,1,Office,21600,47.61285,"Non-Refrigerated Warehouse, Office, Other",'-122.34817,421122,4211.220215,Central,1,3,19864,Small- and Mid-Sized Office,28800,0,28800,S2315 - Belltown Worklofts,1345025.75,1423579.25,38.40000153,40.70000076,95.5,97.90000153,WA,0,654000330,28.81,1908,98121
2316 NE 65th Street,Multifamily LR (1-4),Seattle,Compliant,4,2016,false,844000,247362.2969,29,0.19,Multifamily Housing,17322,47.67598,"Multifamily Housing, Parking, Restaurant",'-122.30201,0,0,North,1,4,25475,Low-Rise Multifamily,30918,0,30918,Varsity II,844000.3125,877672,42.59999847,44.29999924,133.8000031,139.1000061,WA,0,7169200230,5.88,2005,98115
2317 3rd Ave,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,768860,225339.9063,74,1.13,Multifamily Housing,39962,47.6148,Multifamily Housing,'-122.34568,747972,7479.719727,Central,1,7,23561,Mid-Rise Multifamily,39962,0,39962,Traugott Terrace,1516831.75,1612979.5,38,40.40000153,80.09999847,84.69999695,WA,0,8670350000,45.08,2003,98121
2319 1st AVE,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,2620358,767983,19,1.07,Multifamily Housing,62708,47.61358,"Multifamily Housing, Parking, Retail Store",'-122.34738,1431567,14315.66992,Central,1,8,24544,Mid-Rise Multifamily,87925,0,87925,Pomeroy-335,4051925.5,4167874.5,59.20000076,60.90000153,142.1999969,143,WA,0,6839900000,94.3,1999,98121
232 Belmont Ave E,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,842349,246878.5,94,0.83,Multifamily Housing,48560,47.6206,Multifamily Housing,'-122.32368,402848,4028.47998,Central,1,6,22123,Mid-Rise Multifamily,32989,0,32989,Garden Court on Belmont,1245197.5,1325460.75,25.60000038,27.29999924,63.20000076,66.5,WA,0,2695300000,27.27,1994,98102
232 Queen Anne Ave N,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,500237,146611.0938,82,0.16,Multifamily Housing,22177,47.62076,"Multifamily Housing, Parking",'-122.35627,0,0,North,1,3,21692,Low-Rise Multifamily,22177,0,22177,Queen Anne Thomas Apartments,500237,539187.125,22.60000038,24.29999924,70.80000305,76.30000305,WA,0,1989201305,3.49,1948,98109
2320 42nd Ave SW,NonResidential,Seattle,Compliant,1,2016,false,6365315,1865567.25,0,12.69,Supermarket/Grocery Store,30899,47.58217,"Office, Supermarket/Grocery Store",'-122.38479,6775259,67752.58594,South,1,1,26986,Supermarket / Grocery Store,31841,0,31841,Admiral,13140574,13584036,412.7000122,426.6000061,851.0999756,865.7999878,WA,0,6087100195,404.21,1997,98116
2320 and 2330 43rd Avenue E,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,2001644,586648.1875,27,0.23,Multifamily Housing,53747,47.63991,Multifamily Housing,'-122.27578,0,0,Central,1,3,26321,Low-Rise Multifamily,59502,0,59502,Lake House,2001643.75,2160313.5,37.20000076,40.20000076,116.9000015,126.1999969,WA,0,4041800000,13.95,1968,98112
2320 W Commodore Way,NonResidential,Seattle,Compliant,7,2016,false,1294615,379430,89,0.22,Office,33385,47.66106,"Office, Parking",'-122.38576,0,0,North,1,4,22509,Small- and Mid-Sized Office,33385,8399,41784,Salmon Bay Landing,1294615.25,1294615.25,38.79999924,38.79999924,121.8000031,121.8000031,WA,0,2771605313,9.03,2008,98199
2321 4th Ave.,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,399264,117017.5,94,1.09,Multifamily Housing,21284,47.61558,Multifamily Housing,'-122.34496,385789,3857.890381,Central,1,3,19889,Low-Rise Multifamily,21284,0,21284,Fleming,785052.875,821100.375,36.90000153,38.59999847,77.90000153,81.90000153,WA,0,656000600,23.27,1918,98121
2323 Airport Way S,NonResidential,Seattle,Compliant,2,2016,false,642645,188348.5,94,0.11,Refrigerated Warehouse,41550,47.58252,Refrigerated Warehouse,'-122.32193,0,0,South,1,1,23977,Refrigerated Warehouse,41550,0,41550,Pacific Food Importers,642645.1875,642645.1875,15.5,15.5,48.59999847,48.59999847,WA,0,7666203245,4.48,1951,98134
2323 East Cherry St,Nonresidential COS,Seattle,Compliant,3,2016,false,,225513.7969,0,3.03,Other - Recreation,8108,47.60775,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science",'-122.30225,,10439.51074,Central,1,1,50219,Mixed Use Property,20050,0,20050,Garfield Community Center,1813404,1993136.625,90.40000153,99.40000153,175.1999969,184.6000061,WA,0,7544800245,60.81,1994,
2323 Eastlake Ave E,NonResidential,Seattle,Compliant,4,2016,false,4855036,1422929.625,0,0.4,Office,50235,47.64037,"Data Center, Office, Parking",'-122.32626,0,0,Central,1,4,570,Small- and Mid-Sized Office,54175,31210,85385,Northwest Building,4855036.5,4910799.5,91.40000153,92.5,287,290.2999878,WA,0,2902201000,33.85,1978,98102
2323 Elliott Avenue,NonResidential,Seattle,Compliant,7,2016,false,5233553,1533866.75,0,0.13,Parking,197040,47.61234,"Office, Parking",'-122.34897,0,0,Central,1,6,692,Other,78852,197130,275982,2323 Elliott,5233553.5,5233553.5,66.40000153,66.40000153,208.3999939,208.3999939,WA,0,6780950000,36.49,1983,98121
2324 1st. Ave,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,968698,283909.1875,87,0.14,Multifamily Housing,37367,47.61399,"Multifamily Housing, Parking",'-122.34724,0,0,Central,1,5,19890,Mid-Rise Multifamily,48786,0,48786,Austin A. Bell Condominium,968698.3125,968698.3125,25.89999962,25.89999962,81.40000153,81.40000153,WA,0,657000000,6.75,1908,98102
2324 Eastlake Ave E,NonResidential,Seattle,Compliant,4,2016,false,2520483,738711.3125,0,0.31,Office,34160,47.6404,"Office, Parking",'-122.32553,0,0,Central,1,4,23672,Small- and Mid-Sized Office,35526,21906,57432,2324 Eastlake,2520483.25,2638076.5,73.80000305,77.19999695,231.6999969,242.5,WA,0,2902200965,17.57,1986,98102
2326 Airport Way S,NonResidential,Seattle,Compliant,2,2016,false,390044,114315.2969,70,0.8,Distribution Center,13000,47.5822,"Distribution Center, Office",'-122.321,269718,2697.179932,South,1,1,23960,Distribution Center,21349,0,21349,Terminal Leasing,659761.875,713915.5,30.89999962,33.40000153,70.59999847,73.30000305,WA,0,7666202945,17.04,1947,98134
2326 California Ave SW,Multifamily LR (1-4),Seattle,Compliant,1,2016,false,2870024,841156,35,1.19,Senior Care Community,57566,47.58212,"Parking, Senior Care Community",'-122.38611,1345967,13459.66992,South,1,4,26989,Senior Care Community,57566,19133,76699,24756-Brookdale Admiral Heights,4215991.5,4380679.5,73.19999695,76.09999847,181.1000061,187.3999939,WA,0,6087100540,91.49,2000,98116
233 14th Ave E,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,294505,86314.39844,37,3.45,Multifamily Housing,27182,47.62102,"Multifamily Housing, Parking",'-122.31472,1725168,17251.67969,Central,1,4,19946,Low-Rise Multifamily,27182,0,27182,The Bering,2019672.875,2256923.5,74.30000305,83,100.6999969,109.8000031,WA,0,766850000,93.68,1928,98112
2331 42nd Ave SW,Multifamily LR (1-4),Seattle,Compliant,1,2016,false,1753089,513800.9063,92,0.42,Multifamily Housing,47220,47.5822,"Multifamily Housing, Parking, Retail Store",'-122.38542,502371,5023.709961,South,1,4,19510,Mixed Use Property,20214,72900,93114,The Admiral West Seattle-415,2255459.75,2354759.25,35.5,37.09999847,95.09999847,97.5,WA,0,54000000,38.9,2002,98116
2334 4th Ave,Nonresidential COS,Seattle,Compliant,7,2016,false,1699362,498054.5,0,2.28,Fire Station,38939,47.61607,Fire Station,'-122.34449,1396520,13965.19922,Central,1,2,19917,Other,37740,0,37740,Fire Station 02,3095882,3356598,79.5,86.19999695,174.6999969,181.6999969,WA,0,696000160,86.02,1922,98121
2334 Elliott Ave,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,2168585,635576,98,0.5,Multifamily Housing,104860,47.61283,"Multifamily Housing, Parking",'-122.34884,996544,9965.439453,Central,1,7,49928,Mid-Rise Multifamily,135643,0,135643,Arthouse Apartments,3165129.5,3187197.25,30.20000076,30.39999962,74.90000153,75.09999847,WA,0,654000305,68.04,2014,98121
2340 Broadmoor Dr. East,NonResidential,Seattle,Compliant,3,2016,false,3123654,915490.5,0,5.39,Other - Recreation,30095,47.64033,"Other - Recreation, Self-Storage Facility",'-122.29135,2752785,27527.84961,Central,1,3,21613,Other,31191,0,31191,Broadmoor Golf Club,5876439,6014124,188.3999939,192.8000031,407.1000061,407.7999878,WA,0,2125049032,167.98,1927,98112
2345 Eastlake Ave E,NonResidential,Seattle,Compliant,4,2016,false,1994967,584691.5,73,0.24,Office,33705,47.64113,"Office, Parking",'-122.32625,0,0,Central,1,3,23674,Small- and Mid-Sized Office,35224,21908,57132,2345 Eastlake,1994967.75,1994967.75,59.20000076,59.20000076,185.8999939,185.8999939,WA,0,2902201025,13.91,2000,98102
2349 Harbor Ave. SW,Multifamily LR (1-4),Seattle,Non-Compliant,1,2016,false,702481,205885.5,100,0.07,Multifamily Housing,71273,47.58143,Multifamily Housing,'-122.3751,0,0,South,1,3,20367,Low-Rise Multifamily,70207,0,70207,City Lights on Harbor,702481.375,702481.375,9.899999619,9.899999619,30.89999962,30.89999962,WA,0,1595200000,4.9,1990,98126
235 Bellevue Ave E,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,719273,210806.7969,44,0.22,Multifamily Housing,22992,47.62037,Multifamily Housing,'-122.32705,0,0,Central,1,4,22930,Low-Rise Multifamily,22992,0,22992,The Hawaiian Apartment,719272.875,762182,31.29999924,33.09999847,98.19999695,104.0999985,WA,0,2925049048,5.01,1959,98102
2350 10th Ave E,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,980773,287448.1875,61,0.15,Multifamily Housing,45235,47.64079,Multifamily Housing,'-122.31972,0,0,Central,1,3,21852,Low-Rise Multifamily,45197,38,45235,Embassy Row Condo HOA,980773.375,1044154.875,21.70000076,23.10000038,68.09999847,72.5,WA,0,2329200000,6.84,1985,98102
2360 43rd Ave. E,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,1842563,540024.1875,53,0.2,Multifamily Housing,63336,47.64071,Multifamily Housing,'-122.27612,0,0,Central,1,4,26740,Low-Rise Multifamily,63336,0,63336,Lakeshore West,1842562.75,2022622.25,29.10000038,31.89999962,91.30000305,100.3000031,WA,0,4141700000,12.85,1966,98112
2360 W Commodore Way,NonResidential,Seattle,Compliant,7,2016,false,627854,184013.5,0,0.17,Office,11745,47.66144,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",'-122.38723,0,0,North,1,2,50038,Mixed Use Property,25532,0,25532,Salmon Bay Marine Center West,627854.125,670291,26.70000076,28.5,83.90000153,89.59999847,WA,0,2771605298,4.38,2014,98199
2366 Eastlake Avenue East,NonResidential,Seattle,Compliant,4,2016,false,1602084,469544,88,0.22,Office,50333,47.64168,Office,'-122.32562,0,0,Central,1,4,23671,Small- and Mid-Sized Office,32297,18036,50333,Areis Building,1602084.375,1761932.5,31.79999924,35,99.90000153,109.9000015,WA,0,2902200925,11.17,1959,98102
2400 11th Ave East,NonResidential,Seattle,Compliant,3,2016,false,669413,196193.7031,0,0.91,Parking,65000,47.64132,"K-12 School, Parking",'-122.31644,1376179,13761.79004,Central,1,2,21795,Other,20110,65640,85750,Ignatius Hall,2045592,2278550.5,102.3000031,113.9000015,177.3000031,191.6999969,WA,0,2025049007,77.76,1999,98102
2400 11th Ave East,NonResidential,Seattle,Compliant,3,2016,false,1264732,370671.8125,38,1.68,K-12 School,40809,47.64132,K-12 School,'-122.31644,1213313,12133.12988,Central,1,5,21794,K-12 School,43594,0,43594,Peyton,2478045.5,2699616,60.70000076,66.19999695,128.5,134.1999969,WA,0,2025049007,73.26,1968,98102
2400 1st Ave S,NonResidential,Seattle,Compliant,2,2016,false,209699,61459.19922,0,0.06,Self-Storage Facility,25821,47.58168,Self-Storage Facility,'-122.33369,0,0,South,1,2,24593,Self-Storage Facility,25821,0,25821,1st Ave Self Storage,209698.7031,214950.9063,8.100000381,8.300000191,25.5,26.10000038,WA,0,7666206065,1.46,1925,98134
2400 4th Avenue,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,7779214,2279957.25,79,0.24,Multifamily Housing,277950,47.6165,Multifamily Housing,'-122.34512,454313,4543.129883,Central,1,6,19918,Mid-Rise Multifamily,328947,0,328947,Fountain Court,8233527.5,8561209,29.60000038,30.79999924,89.59999847,93.09999847,WA,0,696000250,78.36,1998,98121
2400 8th Ave W,NonResidential,Seattle,Compliant,7,2016,false,219291,64270.60156,92,1.51,Office,25481,47.63985,Office,'-122.36712,697809,6978.089844,North,1,2,26154,Small- and Mid-Sized Office,25481,0,25481,Queen Anne Evangelical Lutheran Church,917100.3125,1052797.5,36,41.29999924,55.79999924,61.40000153,WA,0,9405800065,38.59,1960,98119
2400 Aurora Ave N,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,815116,238896.7031,90,0.13,Multifamily Housing,38850,47.64038,Multifamily Housing,'-122.34581,0,0,North,1,4,26282,Low-Rise Multifamily,44832,0,44832,Windwatch Townhouses,815115.5,861295.8125,21,22.20000076,65.90000153,69.59999847,WA,0,9477900000,5.68,1987,98109
2400 ELLIOTT AVE,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,6014727,1762815.625,50,0.34,Multifamily Housing,214625,47.61322,"Multifamily Housing, Parking",'-122.34984,1271586,12715.86035,Central,1,5,21839,Mid-Rise Multifamily,320651,0,320651,GRIFFIS BELLTOWN APARTMENTS,7286313.5,7708023,33.90000153,35.90000153,94.19999695,98.80000305,WA,0,653000026,109.46,1990,98121
2400 N. 65th St.,SPS-District K-12,Seattle,Error - Correct Default Data,6,2016,true,894324,262111.2969,83,1.72,K-12 School,48799,47.6763,K-12 School,'-122.3285,1251280,12512.7959,North,1,1,26808,K-12 School,42239,0,42239,Green Lake Elementary,2145603.5,2410752,44,49.40000153,84.5,91.59999847,WA,0,9528104870,72.69,1970,98103
2400 w Commodore Way,NonResidential,Seattle,Compliant,7,2016,false,222256,65139.5,0,0.07,Manufacturing/Industrial Plant,10200,47.66126,Manufacturing/Industrial Plant,'-122.38751,0,0,North,1,1,22504,Other,23169,0,23169,"MER Equipment,Inc.",222255.9063,222255.9063,21.79999924,21.79999924,68.40000153,68.40000153,WA,0,2771605305,1.55,1965,98199
2400-2420 8th Ave N,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,1081178,316875.1875,58,1.22,Multifamily Housing,59227,47.63972,Multifamily Housing,'-122.34236,1213559,12135.59082,North,2,5,20675,Mid-Rise Multifamily,59227,0,59227,Cascade Condominium,2294737.25,2532214.25,38.70000076,42.79999924,78.80000305,84.19999695,WA,0,1421800000,71.99,1991,98109
2401 3RD AVE,NonResidential,Seattle,Compliant,7,2016,false,418348,122610.8984,0,0.1,Other,12960,47.61543,"Bank Branch, Other, Parking",'-122.34651,0,0,Central,1,2,19876,Mixed Use Property,22616,6080,28696,U.S. BANK,418348.5,450780.1875,20.20000076,21.79999924,63.40000153,68.30000305,WA,0,656000215,2.92,1954,98121
2401 Elliott Avenue,NonResidential,Seattle,Compliant,7,2016,false,17186623,5037111,99,0.48,Office,126218,47.61287,"Data Center, Office",'-122.35022,0,0,Central,1,5,710,Large Office,133177,117867,251044,World Trade Center - North,17186624,17186624,123.6999969,123.6999969,388.3999939,388.3999939,WA,0,7666202320,119.81,2000,98121
2401 Fourth Avenue,NonResidential,Seattle,Compliant,7,2016,false,18246151,5347641,39,0.64,Office,173786,47.61619,"Financial Office, Laboratory, Office, Parking",'-122.34599,415452,4154.516113,Central,1,12,324,Large Office,212210,21790,234000,Fourth and Battery,18661606,18811322,89.40000153,90.09999847,276.6000061,277.3999939,WA,0,656000480,149.27,1978,98121
2401 NE Blakeley St,Multifamily LR (1-4),Seattle,Compliant,4,2016,false,1675511,491064.0938,59,0.2,Multifamily Housing,59742,47.6657,Multifamily Housing,'-122.3017,0,0,North,1,4,19846,Low-Rise Multifamily,57856,0,57856,Blakeley Manor,1675510.875,1782454.25,28,29.79999924,88.09999847,93.69999695,WA,0,925049417,11.68,1984,98105
2401 NW Market St,NonResidential,Seattle,Compliant,6,2016,false,1123427,329257.5,0,1.82,Retail Store,7387,47.6684,"Medical Office, Multifamily Housing, Office, Restaurant, Retail Store",'-122.38788,555032,5550.319824,North,1,4,20212,Mixed Use Property,20539,0,20539,Market Street Holdings,1678458.75,1695247.625,81,81.80000305,198.3999939,199.3000031,WA,0,1125039011,37.31,1960,98107
2401 S. Irving St.,SPS-District K-12,Seattle,Error - Correct Default Data,3,2016,true,2295176,672677.6875,67,0.25,K-12 School,65310,47.59096,K-12 School,'-122.29985,0,0,Central,1,2,291,K-12 School,64414,0,64414,Thurgood Marshall Elementary,2295176.5,2453255.5,35.09999847,37.59999847,110.3000031,117.9000015,WA,0,9344400300,16,1991,98144
2401 SW Brandon St,Multifamily LR (1-4),Seattle,Compliant,1,2016,false,596242,174748.5938,0,0.15,Multifamily Housing,22153,47.5536,Multifamily Housing,'-122.36338,0,0,South,1,3,20188,Low-Rise Multifamily,27119,0,27119,Brandon Court,596242.1875,627235.6875,26.89999962,28.29999924,84.5,88.90000153,WA,0,1041400000,4.16,1999,98106
2401 Utah Ave South,NonResidential,Seattle,Compliant,2,2016,false,67760546,19859480,79,0.59,Office,1000730,47.58181,"Non-Refrigerated Warehouse, Office, Retail Store",'-122.33534,6370020,63700.19922,South,0,6,640,Large Office,1380959,0,1380959,Starbucks Center,74130576,75252304,49.29999924,50.09999847,146.1000061,147.1999969,WA,0,7666207220,810.7,1912,98134
2402 and 2408 2nd Avenue,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,428689,125641.6016,38,4.63,Multifamily Housing,33440,47.61519,Multifamily Housing,'-122.34674,2860147,28601.46875,Central,1,3,19875,Low-Rise Multifamily,33440,0,33440,Lexington/Concord Appartments,3288836,3496803,98.40000153,104.5999985,130.1000061,136.6000061,WA,0,656000180,154.89,1923,98121
2402 NE 6th st,Multifamily LR (1-4),Seattle,Compliant,4,2016,false,634333,185912.2969,93,0.62,Multifamily Housing,33869,47.67604,"Multifamily Housing, Parking",'-122.30141,459504,4595.040039,North,1,4,25491,Low-Rise Multifamily,46137,0,46137,Saxe,1093836.75,1168704,32.29999924,34.5,73.09999847,77.19999695,WA,0,7173700650,28.83,2005,98115
2409 22nd Ave. E.,SPS-District K-12,Seattle,Error - Correct Default Data,3,2016,true,436535,127941,90,1.71,K-12 School,27273,47.64063,K-12 School,'-122.30428,822084,8220.842773,Central,1,2,27955,K-12 School,27273,0,27273,Montlake Elementary,1258619.125,1436271,46.09999847,52.70000076,81.90000153,90.90000153,WA,0,6788200735,46.7,1925,98112
241 S Lander St,NonResidential,Seattle,Compliant,2,2016,false,1705403,499824.9063,0,1.73,Other,50500,47.57941,"Distribution Center, Office, Other",'-122.33131,2272874,22728.74023,South,1,2,622,Other,76442,0,76442,Pacific Galleries,3978277,4608482,52.29999924,60.59999847,101.6999969,110.4000015,WA,0,7666205335,132.6,1953,98134
241 Yale Avenue N.,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,2761759,809425.125,94,0.31,Multifamily Housing,147417,47.62025,"Multifamily Housing, Retail Store",'-122.33129,2665027,26650.26563,Central,2,6,26188,Mid-Rise Multifamily,524720,0,524720,Alley 24,6411570.5,6658833,42,43.70000076,75.19999695,79.40000153,WA,0,6849700130,160.79,2006,98109
2410 1st Ave.,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,7745767,2270154.5,26,0.74,Multifamily Housing,184567,47.61468,"Multifamily Housing, Swimming Pool",'-122.34794,2106169,21061.68945,Central,1,8,19931,Mid-Rise Multifamily,224732,0,224732,Belltown Court Condo HOA,9851937,10229204,53.40000153,55.40000153,143.8000031,147.5,WA,0,699000000,165.86,1994,98121
